sample20190415-I1	chr1	2488056	2488211	TNFRSF14	0.024225252	0.1038003	0.048279189	0.013853856	-0.09991682	-0.050140089	1.93169
sample20190415-I1	chr1	2489141	2489313	TNFRSF14	-0.21581017	0.04817016	-0.21512035	-0.20425704	0.23983994	-0.0048514477	1.99329
sample20190415-I1	chr1	2489756	2489932	TNFRSF14	-0.15303697	0.059516353	-0.14675391	-0.46377417	-5.221039	-0.33273501	1.58806
sample20190415-I1	chr1	2490291	2491438	TNFRSF14	-0.17638346	0.53690858	-0.26320142	-0.35306312	-0.32906842	-0.10557645	1.85887
sample20190415-I1	chr1	2492036	2492175	TNFRSF14	-0.57311212	0.09707305	-0.56503291	-0.93186803	-3.6957314	-0.38254988	1.53416
sample20190415-I1	chr1	2492906	2493294	TNFRSF14	-0.60969772	0.22567056	-0.64336317	-0.42848702	0.80298776	0.19916139	2.29606
sample20190415-I1	chr1	2494241	2494376	TNFRSF14	0.56556801	0.10932938	0.58318754	0.21171214	-3.2366037	-0.38719016	1.52923
sample20190415-I1	chr1	2494556	2494729	TNFRSF14	-0.1972259	0.052218937	-0.19197191	-0.26431944	-1.2848508	-0.088062286	1.88157
sample20190415-I1	chr1	8073238	8073699	ERRFI1	0.45055742	0.27768436	0.39938634	0.47218614	0.077889589	0.057085045	2.08072
sample20190415-I1	chr1	8073713	8074483	ERRFI1	-0.050764307	0.44226116	-0.1277513	-0.27041073	-0.49664415	-0.15837418	1.79207
sample20190415-I1	chr1	8075343	8075480	ERRFI1	0.22398337	0.090262907	0.23092439	0.064471569	-1.767191	-0.18216758	1.76276
sample20190415-I1	chr1	8075523	8075707	ERRFI1	0.28615357	0.05953005	0.27929859	0.33846936	0.87881318	0.043456017	2.06116
sample20190415-I1	chr1	11166635	11167580	MTOR	-0.013095389	0.47550353	-0.091790656	-0.13079635	-0.2475291	-0.054720451	1.92556
sample20190415-I1	chr1	11168205	11168364	MTOR	-0.42207713	0.067541605	-0.41272501	-0.60350902	-2.6862241	-0.20649876	1.73328
sample20190415-I1	chr1	11169315	11169445	MTOR	0.27992029	0.13281689	0.30464255	0.23938507	-0.30519628	-0.080972236	1.89084
sample20190415-I1	chr1	11169675	11169815	MTOR	0.11485325	0.098714476	0.13063388	0.23852813	1.2528545	0.092179492	2.13196
sample20190415-I1	chr1	11172865	11173001	MTOR	0.20426349	0.08846237	0.20717686	0.33730406	1.5039227	0.11441244	2.16507
sample20190415-I1	chr1	11174350	11174539	MTOR	-0.68422866	0.048983307	-0.69118658	-0.57868835	2.1546179	0.096783474	2.13877
sample20190415-I1	chr1	11174835	11174979	MTOR	0.036958019	0.13084126	0.05227215	-0.035733056	-0.55556691	-0.10371996	1.86126
sample20190415-I1	chr1	11175415	11175563	MTOR	0.09568641	0.074691968	0.10742552	0.23291041	1.8371989	0.10977013	2.15811
sample20190415-I1	chr1	11177030	11177163	MTOR	-0.067323189	0.11489564	-0.05332794	-0.013209054	0.47098511	0.02440413	2.03412
sample20190415-I1	chr1	11181270	11181471	MTOR	-0.68996108	0.049352134	-0.68508981	-0.52113725	3.420801	0.1482378	2.21643
sample20190415-I1	chr1	11182010	11182220	MTOR	0.019441637	0.053717291	0.023398328	0.10975849	1.6813368	0.070645411	2.10037
sample20190415-I1	chr1	11184525	11184702	MTOR	-0.17393826	0.057649276	-0.17986591	-0.11463261	1.0287319	0.049518542	2.06984
sample20190415-I1	chr1	11186655	11186862	MTOR	0.057326634	0.050467282	0.058466777	-0.12468477	-3.6065229	-0.19886631	1.74247
sample20190415-I1	chr1	11187035	11187228	MTOR	0.11695139	0.056199201	0.12113616	0.28741721	3.0332428	0.1505663	2.22001
sample20190415-I1	chr1	11187645	11187907	MTOR	-0.16400733	0.08468015	-0.16713529	-0.094749261	0.81787844	0.056671273	2.08013
sample20190415-I1	chr1	11188030	11188214	MTOR	-0.094672799	0.069936821	-0.097258565	0.015740337	1.5787554	0.097284146	2.13952
sample20190415-I1	chr1	11188475	11188625	MTOR	-0.26446756	0.089009531	-0.24885235	-0.20527048	0.66506451	0.027867114	2.03901
sample20190415-I1	chr1	11188885	11189020	MTOR	-0.47810681	0.11210386	-0.45746856	-0.52923874	-0.45611215	-0.087484938	1.88232
sample20190415-I1	chr1	11189770	11189904	MTOR	-0.2253833	0.095239646	-0.21653069	-0.014194967	2.2174414	0.18662097	2.27619
sample20190415-I1	chr1	11190550	11190876	MTOR	0.62578836	0.18500604	0.60313624	0.56558025	-0.32543862	-0.053270747	1.9275
sample20190415-I1	chr1	11193105	11193296	MTOR	0.12744345	0.040048574	0.12972966	0.17394457	1.1611181	0.028500159	2.0399
sample20190415-I1	chr1	11194385	11194566	MTOR	-0.23989322	0.055289022	-0.23075206	-0.093767793	2.6429375	0.12126951	2.17538
sample20190415-I1	chr1	11199325	11199503	MTOR	-0.057474482	0.082578593	-0.059893539	-0.23969017	-2.206573	-0.19551139	1.74653
sample20190415-I1	chr1	11199555	11199744	MTOR	-0.2743685	0.043286789	-0.26908257	-0.11571878	3.6650841	0.13764904	2.20022
sample20190415-I1	chr1	11204670	11204856	MTOR	-0.030019803	0.048777652	-0.034933579	-0.11602606	-1.7632308	-0.096807238	1.8702
sample20190415-I1	chr1	11204990	11205138	MTOR	-0.49918912	0.11511644	-0.47806064	-0.49418361	0.043482127	-0.031837728	1.95635
sample20190415-I1	chr1	11206705	11206859	MTOR	-0.52564972	0.098044539	-0.49951102	-0.45597547	0.71063874	0.027820792	2.03894
sample20190415-I1	chr1	11210160	11210300	MTOR	-0.25871929	0.10289547	-0.23806766	-0.020737609	2.312849	0.2016153	2.29997
sample20190415-I1	chr1	11217180	11217359	MTOR	0.25192128	0.059020284	0.25733291	0.60955848	6.0595641	0.33651081	2.5254
sample20190415-I1	chr1	11227465	11227598	MTOR	-1.3044145	0.1128386	-1.284784	-1.3055601	-0.010152519	-0.036490852	1.95005
sample20190415-I1	chr1	11259290	11259503	MTOR	0.18602738	0.043596789	0.18178485	-0.16557028	-8.0647605	-0.36306989	1.55502
sample20190415-I1	chr1	11259575	11259789	MTOR	-0.05790878	0.065933503	-0.065394064	-0.17388127	-1.7589311	-0.12420196	1.83502
sample20190415-I1	chr1	11264585	11264802	MTOR	-0.24055344	0.074341196	-0.24430867	0.27861029	6.9835268	0.5072042	2.84259
sample20190415-I1	chr1	11269345	11269553	MTOR	0.28487282	0.044996969	0.28239524	0.49568677	4.6850701	0.19757678	2.29354
sample20190415-I1	chr1	11270845	11270977	MTOR	-0.72426753	0.13913489	-0.69425669	-0.87234616	-1.064281	-0.19380422	1.74859
sample20190415-I1	chr1	11272335	11272558	MTOR	-0.28545159	0.083017408	-0.28126743	-0.058408197	2.734889	0.20714448	2.3088
sample20190415-I1	chr1	11272820	11273006	MTOR	-0.68965544	0.060524241	-0.6846469	-0.70069806	-0.18244957	-0.031765918	1.95644
sample20190415-I1	chr1	11273420	11273653	MTOR	-0.84349185	0.075372856	-0.85379443	-1.0129608	-2.2484086	-0.17488116	1.77168
sample20190415-I1	chr1	11276170	11276312	MTOR	-0.46706108	0.11893812	-0.46498708	-0.42457531	0.35720905	0.024697016	2.03453
sample20190415-I1	chr1	11288695	11289019	MTOR	-0.22141962	0.16914438	-0.24972561	-0.15518516	0.39158534	0.078825693	2.11232
sample20190415-I1	chr1	11290950	11291125	MTOR	-0.03112332	0.05946751	-0.011536803	0.16065812	3.2249785	0.15648017	2.22913
sample20190415-I1	chr1	11291325	11291521	MTOR	-0.32393181	0.062296531	-0.31683983	-0.21838316	1.6942942	0.082741916	2.11806
sample20190415-I1	chr1	11292465	11292600	MTOR	-0.73503076	0.14458189	-0.73077676	-0.92999187	-1.3484477	-0.21492987	1.72318
sample20190415-I1	chr1	11293420	11293565	MTOR	0.16611513	0.10398146	0.17324071	0.092041837	-0.71237019	-0.096913629	1.87006
sample20190415-I1	chr1	11294165	11294360	MTOR	-0.35219358	0.043672927	-0.34675298	-0.26517474	1.9925121	0.06586348	2.09342
sample20190415-I1	chr1	11297875	11298133	MTOR	-0.32159628	0.088110778	-0.33292299	-0.14998625	1.9476622	0.16722199	2.24579
sample20190415-I1	chr1	11298430	11298713	MTOR	-0.26718571	0.1188442	-0.29146553	-0.26394024	0.027308572	0.011810529	2.01644
sample20190415-I1	chr1	11300325	11300615	MTOR	-0.21149855	0.12769638	-0.23827643	-0.14112736	0.55108207	0.08143431	2.11614
sample20190415-I1	chr1	11301575	11301777	MTOR	-0.83805066	0.035804409	-0.84501097	-0.92176877	-2.3382068	-0.092472559	1.87583
sample20190415-I1	chr1	11303140	11303395	MTOR	-0.067703006	0.080420172	-0.080629034	-0.09983329	-0.39953016	-0.034919012	1.95217
sample20190415-I1	chr1	11307655	11307831	MTOR	0.17065992	0.055212439	0.17807827	0.11636183	-0.98343947	-0.077431198	1.89549
sample20190415-I1	chr1	11307845	11308173	MTOR	0.032213846	0.17471547	0.0051913202	-0.011408737	-0.24967785	-0.032314813	1.9557
sample20190415-I1	chr1	11313870	11314046	MTOR	0.3853104	0.052606593	0.38207216	0.50909679	2.3530586	0.11130988	2.16042
sample20190415-I1	chr1	11316025	11316416	MTOR	-0.647403	0.23166775	-0.68576909	-0.57473985	0.31365243	0.095314486	2.1366
sample20190415-I1	chr1	11316965	11317242	MTOR	-0.18204203	0.10571391	-0.19243001	-0.26807173	-0.81379733	-0.091356474	1.87728
sample20190415-I1	chr1	11318520	11318695	MTOR	-0.36706061	0.10621375	-0.35791838	-0.68025373	-2.948706	-0.3380501	1.58222
sample20190415-I1	chr1	11319275	11319494	MTOR	0.38793816	0.055025281	0.37990027	0.76283334	6.8131442	0.36721831	2.57973
sample20190415-I1	chr1	11854405	11854540	rs1801131	0.10042616	0.10725051	0.099125457	-0.0402767	-1.3119085	-0.15511691	1.79612
sample20190415-I1	chr1	11856295	11856442	rs1801133	-0.39467341	0.10263854	-0.38166679	-0.36428178	0.2961035	0.0016702553	2.00232
