gene	GCS	log2_ratio	exons
ABCA13	0.783749582	0.0774119013292	2
ABCA8	-1.55770877623	-0.884615437004	1
ABL1	-0.537542487473	-0.103873101401	12
ACADSB	-0.976714665023	-0.339734837697	1
ACOT13	1.48690427501	0.550874578436	1
ADAMTS6	-0.940844759483	-0.405824666145	1
ADRB1	2.48597252433	0.922326605764	1
ADSS	3.17305336665	0.871414748674	1
AGPAT9	-1.86678510577	-0.499558911072	1
AK7	5.30428204304	1.5370783491	1
AKT1	3.24527910905	0.0528779646661	14
AKT2	2.48932448462	0.0573805535575	13
AKT3	-16.0317396303	-0.222248768982	16
ALG9	-1.3698235726	-0.211965303332	2
ALK	0.364408746591	-0.0212886096367	26
ALK_fus	3.1394924604	0.10067176241	4
ALOX12B	3.0746408745	0.026976845928	15
ALS2CR11	6.46412306374	0.778704947247	2
ANKRA2	-3.43345401464	-0.677172402309	2
ANKRD46	4.40230050415	0.644083352852	2
ANO1	7.96467031837	2.26730633314	1
APC	-11.634226365	-0.313421928878	19
APOPT1	0.222535536999	0.0276044774609	1
ARID1A	-0.615253203217	-0.0390194620707	22
ARID1B	-0.58813912895	-0.0682710924204	25
ARID2	-9.47763647497	-0.204663895046	21
ARID4A	0.213849577177	-0.112686216943	2
ARL6IP6	1.34766136003	0.3192071004	1
ARMC5	-0.779363843923	-0.179494588175	1
ARPC2	1.64730352856	0.410084921631	1
ASH1L	2.94604175445	1.14849008059	1
ASXL1	0.515907888185	-0.0632357190706	13
ATM	-18.4967824143	-0.270504070273	63
ATP9B	-1.54910495762	-0.35790878625	1
ATR	-21.0783080107	-0.329585504394	49
AURKA	6.8582910093	0.168977867641	8
AURKB	2.13255686415	0.0541724018312	8
AXIN1	-0.520796922446	0.00122070129877	12
AXL	0.887954746681	-0.0293356433016	21
B2M	1.30267002065	0.20180811937	1
BAP1	1.87864651832	0.0151630913177	16
BARD1	-5.54961358043	-0.312643414717	12
BAT-25	4.98503746432	0.91741676072	2
BAT-26	-0.781135374621	-0.13346590152	2
BCL2	-0.842193044301	-0.0425411215384	2
BCL2L1	-0.924490256068	-0.105006539397	5
BLM	1.98435824459	0.0476447645341	23
BRAF	-9.09156720329	-0.268110955695	25
BRCA1	-0.29618348727	-0.0179439347007	22
BRCA2	-3.64098704163	-0.0281110982808	26
BRD4	6.06762690445	0.131826762614	13
BRIP1	-13.9274490243	-0.321400523377	20
BTF3	3.76321960133	0.73361990113	2
BTG1	1.72746166713	0.114750096801	2
C20orf96	1.3502090622	0.20161911341	2
C22orf23	-0.111245257786	-0.292130835486	1
C5orf42	-4.65461269845	-1.00170180867	1
C9orf72	-3.32334435171	-0.762509666472	1
CAB39	0.903195531362	0.250428976847	1
CALD1	-0.460525782453	-0.809460514321	1
CALM2	2.87678814586	0.884727580279	1
CALR	1.88463610308	-0.0260768505133	9
CARD11	3.80794212772	0.0935686978788	25
CASP8	8.72893792031	0.118326093615	14
CAST,ERAP1	0.23615440588	0.0268581607485	1
CBFB	-2.58654672478	-0.179032367676	6
CBL	-1.65156788974	-0.0467598941405	18
CBR4	-1.73405551775	-0.176453051751	2
CCND1	-0.339021427182	-0.0261138901423	6
CCND2	3.19825836583	0.141051703828	6
CCND3	-0.463523124797	0.00107713562558	5
CCNE1	11.1950038116	0.0921101180044	11
CCR4	7.00452716764	2.6858717845	1
CD274	1.41963813789	0.00963964230586	6
CD40	1.29209902786	0.194868708906	2
CD74_fus	2.33356397494	-0.106743490055	3
CD79A	0.767299561647	-0.0231378843607	5
CD79B	1.75799270284	0.111317305302	6
CDC25B	3.62635978782	0.539395788935	2
CDC73	-9.29434199443	-0.23878719761	16
CDH1	2.49794795852	0.0337397726816	17
CDK12	-0.926834490017	-0.15154089363	14
CDK4	3.59318140307	0.0493561404929	7
CDK6	2.17327539669	0.00941371069068	9
CDK7	2.48277937829	0.707956794871	1
CDK8	-12.4794281884	-0.376677973664	14
CDKL3	6.91467353106	1.8952366284	1
CDKN1A	-0.0921766710624	-0.0430600696497	4
CDKN1B	-1.51680562164	-0.175758699125	2
CDKN2A	-7.47607077114	-0.118334090225	8
CDKN2B	-1.20329695109	-0.0946084030867	2
CDKN2C	-2.68513196829	-0.234242726334	2
CDO1	6.24396048862	1.69086957285	1
CEBPA	0.633372813058	-0.0184308142263	3
CEP120	0.959347352985	0.125528011379	2
CHD1	-5.25450508433	-0.773324778761	2
CHEK1	-9.16725588263	-0.272808766989	13
CHEK2	-0.799191503241	-0.120550319225	15
CIC	-1.35917542626	-0.0130560238132	23
CNKSR3	-3.81855008413	-1.19659301277	1
CNOT8	2.879323252	1.15619988004	1
COSM3676668	-0.083810189665	-0.794910292405	1
COSM5045664	-1.37789079234	-1.3049688714	2
COX18	1.0687292989	0.260946105401	1
CREBBP	2.63211379346	-0.0210258236827	32
CRKL	-1.01992593517	-0.0399174435321	3
CSF1R	2.38727160436	0.00630659724085	21
CSF3R	2.15200073801	-0.0113605270824	16
CTAGE5	3.87735087898	1.26540683647	1
CTCF	3.33708669099	-0.00511811145976	11
CTNNB1	4.95316104391	0.103051438694	14
CUL3	-6.79233697867	-0.437192682752	17
CXCR4	2.21799439442	0.254747778555	3
CYFIP1	2.04540939034	0.590747334746	1
CYLD	-13.2280505246	-0.364465395585	18
DAXX	8.67974539766	0.598600302474	9
DBT	2.23800152197	0.605994058428	1
DDR2	2.61517915331	0.0463044732752	18
DEPDC5	9.7095994679	2.54111443532	1
DIAPH1	1.23587232915	0.263871092285	1
DICER1	3.79784760014	-0.0949341150402	26
DIS3	-11.7182499026	-0.342589363169	22
DNMT3A	2.89777119189	0.0242529179789	27
DOT1L	5.4054627897	0.0490579998157	28
DROSHA	4.94974783644	0.726787764604	2
DSCAM	2.53800591004	0.610981507757	1
EGFR	4.64205427692	0.00880618567495	31
EIF4G3	-0.887314036896	-0.24871456507	2
EML4_fus	-2.67486490398	-0.148631876786	16
EP300	-0.145590270866	-0.0347544998926	31
EPHA3	-3.856504875	-0.137322881745	18
EPHA5	-5.56487878547	-0.259527107094	19
EPHA7	-16.8793466421	-0.217615393588	18
EPHB1	0.437382997555	-0.0708145793371	16
ERBB2	3.87517587361	0.0484450801594	28
ERBB3	5.01775962764	0.0776596162109	28
ERBB4	-15.4088387527	-0.217795228995	29
ERCC4	-0.128240719385	0.0787218094558	13
ERG	1.5798994448	-0.0474846361156	11
ERI1	3.28365519899	1.32241288769	1
ERRFI1	4.47825096743	0.114799088271	4
ESR1	1.41678129607	0.017191922733	8
ETV1	-2.17082559617	-0.122254619107	14
ETV6	1.75952287647	0.0926834360501	41
EWSR1_fus	28.800126135	0.568381408927	23
