Chr	gene	log2_ratio	CopyNumber
chr14	AKT1	0.0528779646661	2.07466437307
chr1	AKT3	-0.222248768982	1.71445641803
chr17	ALOX12B	0.026976845928	2.03774968876
chr5	APC	-0.313421928878	1.6094615052
chr12	ARID2	-0.204663895046	1.73548164272
chr11	ATM	-0.270504070273	1.65805967284
chr3	ATR	-0.329585504394	1.59153015873
chr20	AURKA	0.168977867641	2.24852335274
chr2	BARD1	-0.312643414717	1.61033024508
chr7	BRAF	-0.268110955695	1.66081231248
chr13	BRCA2	-0.0281110982808	1.96140695919
chr19	BRD4	0.131826762614	2.19136038072
chr17	BRIP1	-0.321400523377	1.60058520252
chr7	CARD11	0.0935686978788	2.13401260516
chr2	CASP8	0.118326093615	2.17094938989
chr16	CBFB	-0.179032367676	1.76659046807
chr12	CCND2	0.141051703828	2.20541736327
chr19	CCNE1	0.0921101180044	2.13185618621
chr1	CDC73	-0.23878719761	1.69491485712
chr12	CDK4	0.0493561404929	2.06960599832
chr7	CDK6	0.00941371069068	2.01309284357
chr13	CDK8	-0.376677973664	1.54041814937
chr9	CDKN2A	-0.118334090225	1.84250164807
chr11	CHEK1	-0.272808766989	1.65541304695
chr16	CTCF	-0.00511811145976	1.99291736157
chr3	CTNNB1	0.103051438694	2.14808553098
chr2	CUL3	-0.437192682752	1.47714076717
chr16	CYLD	-0.364465395585	1.55351331254
chr6	DAXX	0.598600302474	3.02849347378
chr14	DICER1	-0.0949341150402	1.87263001214
chr13	DIS3	-0.342589363169	1.57724921945
chr2	DNMT3A	0.0242529179789	2.03390587812
chr7	EGFR	0.00880618567495	2.01224530007
chr3	EPHA3	-0.137322881745	1.8184094897
chr4	EPHA5	-0.259527107094	1.67072338615
chr6	EPHA7	-0.217615393588	1.71997143658
chr17	ERBB2	0.0484450801594	2.06829945699
chr12	ERBB3	0.0776596162109	2.11060940765
chr2	ERBB4	-0.217795228995	1.71975705137
chr7	ETV1	-0.122254619107	1.83750144044
chr12	ETV6	0.0926834360501	2.13270354097
chr22	EWSR1_fus	0.568381408927	2.96571797031
chr7	EZH2	0.1388360433	2.20203292947
chr16	FANCA	-0.0195443734917	1.97308844395
chr9	FANCG	0.0577424516455	2.08167154445
chr10	FAS	0.00880541375149	2.01224422341
chr4	FAT1	0.0532277555103	2.07516744999
chr4	FBXW7	-0.186054624335	1.75801255745
chr10	FGFR2	0.0706989221408	2.10045069656
chr5	FGFR4	0.0547534696291	2.07736319264
chr13	FLT1	0.127773538169	2.18521243547
chr13	FLT3	0.108965431629	2.15690918114
chr5	FLT4	0.0241744048715	2.03379519366
chr3	FOXP1	0.0829153400638	2.11831235935
chr1	FUBP1	-0.11784667303	1.84312424584
chr16	FUS_fus	0.202172714815	2.30085922169
chr19	GNA11	0.129812863217	2.18830353197
chr9	GNAQ	-0.01015634108	1.98596976487
chr3	GSK3B	-0.36065973711	1.55761670623
chr7	HGF	-0.237375485753	1.69657418386
chr15	IDH2	0.0669451496325	2.09499260237
chr5	IL7R	0.420655499399	2.67707118082
chr4	IL8	-0.531790793672	1.3833912211
chr4	INPP4B	-0.106373675647	1.85784008289
chr6	IRF4	-0.0357536137006	1.95104409776
chr1	JAK1	0.104103452907	2.14965248766
chr9	JAK2	-0.475462241262	1.43847261778
chr4	KIT	0.129401657398	2.18767989711
chr7	KMT2C	-0.13280072164	1.8241182777
chr12	KRAS	-0.222820754891	1.7137768215
chr11	LMO1	0.02843090866	2.03980453021
chr15	MAP2K1	0.101951111234	2.14644783464
chr17	MAP2K4	-0.178450197382	1.76730348364
chr5	MAP3K1	-0.234144352739	1.7003781757
chr12	MDM2	-0.173151532774	1.77380628964
chr1	MDM4	0.197715948042	2.29376238554
chr7	MET	0.195731497389	2.29060944678
chr3	MITF	-0.0921247686845	1.87628011953
chr3	MLH1	0.141412403892	2.20596882675
chr11	MRE11A	-0.303412224494	1.62066709676
chr2	MSH2	-0.0707102107506	1.90433829654
chr5	MSH3	-0.165706608279	1.78298354896
chr2	MSH6	0.0466547039865	2.06573430137
chr1	MTOR	0.0525951454652	2.07425770541
chr8	NBN	-0.150646829033	1.80169295918
chr17	NF1	-0.216111849672	1.72176488602
chr22	NF2	-0.0372109493134	1.94907424941
chr1	NOTCH2	-0.00743422819704	1.98972047938
chr5	NPM1	-0.15913623465	1.79112219534
chr10	NT5C2	-0.117664217403	1.84335735793
chr1	NTRK1	0.0430638320944	2.0605990765
chr9	NTRK2	0.119177500421	2.17223095429
chr15	NTRK3	-0.0169723605934	1.97660917087
chr16	NUP93	0.0956836271441	2.13714327057
chr16	PALB2	-0.0209137965272	1.97121645388
chr6	PARK2	0.0253669181075	2.03547699769
chr1	PARP1	0.0504909554031	2.07123457791
chr9	PAX5	0.0235902429269	2.03297185593
chr9	PDCD1LG2	0.544091593345	2.91620389474
chr4	PDGFRA	0.126098811468	2.1826772425
chr5	PDGFRB	0.0471374007613	2.0664255702
chr12	PIK3C2G	-0.322793264482	1.59904078386
chr3	PIK3CA	-0.29482765921	1.6303394095
chr3	PIK3CB	-0.241926130385	1.69123116783
chr7	PIK3CG	0.0809606931868	2.11544429031
chr16	PLCG2	0.0508490896624	2.07174880449
chr12	POLE	0.0733068607399	2.10425108429
chr3	PPARG	0.0549508715771	2.07764745479
chr6	PRDM1	-0.0958603412738	1.87142814872
chr8	PREX2	-0.15786917524	1.7926959549
chr9	PTCH1	0.0551186221684	2.07788904906
